"workerid","likely_info","trial_type","confidence","prompt","personOrder","person","question","unlikely_person","unlikely_info","item","likely_person","rt","response","condition"
52,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0.31,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","unlikely-likely","Kraft Arts","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",3151,"likely-key","literal"
52,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.56,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","unlikely-likely","Italian Garden","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",2478,"unlikely-key","prior"
52,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.27,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","unlikely-likely","Core Fitness","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",2871,"unlikely-key","speakermanipulation"
52,"<strong>Alicia</strong>, he knows, always washes her dishes.","truthJudge",0.61,"Matt is having a hard time remembering who his friend&quotechars roommate is. He knows it is either Alicia or Maya.","unlikely-likely","Maya","Who is his friend&quotechars roommate?","Maya","<strong>Maya</strong>, he knows, only occasionally washes her dishes.","roommate_dishes","Alicia",4543,"unlikely-key","speakermanipulation"
52,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0.52,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","unlikely-likely","Beijing Cafe","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",2518,"likely-key","prior"
52,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.49,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","unlikely-likely","Erica","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",2472,"unlikely-key","literal"
52,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0.68,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","unlikely-likely","Eric","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",2526,"likely-key","pragmatic"
52,"Professor Burke, he knows, always takes attendance.","truthJudge",0.35,"Ed is having a hard time remembering which professor is teaching his sister&quotechars philosophy class. He knows it is either Professor Burke or Professor Carr.","unlikely-likely","Professor Carr","Who is Ed&quotechars sister&quotechars professor?","Professor Carr","Professor Carr, he knows, only occasionally takes attendance.","professor_attendance","Professor Burke",2213,"unlikely-key","prior"
52,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0.64,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","unlikely-likely","Magic Hands","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",2409,"unlikely-key","speakermanipulation"
52,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0.48,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","unlikely-likely","Ms. Johnson","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",4103,"unlikely-key","literal"
52,"<strong>Ilana</strong>, he knows, turns in her rent on time every month.","truthJudge",0.65,"Don is having a hard time remembering who his friend has been subletting to for the past year. He knows it is either Ilana or Nora.","unlikely-likely","Ilana","Who is his friend&quotechars tenant?","Nora","<strong>Nora</strong>, he knows, only occasionally turns in her rent on time.","tenant_rentcheck","Ilana",2495,"likely-key","literal"
53,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.92,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","unlikely-likely","Danielle","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",18281,"likely-key","prior"
53,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.51,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","unlikely-likely","Dr. Jones","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",11921,"unlikely-key","pragmatic"
53,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0.63,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","unlikely-likely","Kraft Arts","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",11834,"likely-key","pragmatic"
53,"Professor Burke, he knows, always takes attendance.","truthJudge",0.5,"Ed is having a hard time remembering which professor is teaching his sister&quotechars philosophy class. He knows it is either Professor Burke or Professor Carr.","unlikely-likely","Professor Carr","Who is Ed&quotechars sister&quotechars professor?","Professor Carr","Professor Carr, he knows, only occasionally takes attendance.","professor_attendance","Professor Burke",10437,"unlikely-key","literal"
53,"<strong>The baristas at Epi Coffee</strong>, she knows, always do latte art.","truthJudge",0.15,"Julia is having a hard time remembering where her brother always goes for coffee. She knows it is either Cafe Vita or Epi Coffee.","unlikely-likely","Cafe Vita","Where does Julia&quotechars brother go for coffee?","Cafe Vita","<strong>The baristas at Cafe Vita</strong>, she knows, only occasionally do latte art.","latte_art","Epi Coffee",14825,"unlikely-key","pragmatic"
53,"<strong>Alicia</strong>, he knows, always washes her dishes.","truthJudge",0,"Matt is having a hard time remembering who his friend&quotechars roommate is. He knows it is either Alicia or Maya.","unlikely-likely","Alicia","Who is his friend&quotechars roommate?","Maya","<strong>Maya</strong>, he knows, only occasionally washes her dishes.","roommate_dishes","Alicia",7897,"likely-key","prior"
53,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.82,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","unlikely-likely","Core Fitness","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",16781,"unlikely-key","literal"
53,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","unlikely-likely","Maid By Me","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",13228,"likely-key","prior"
53,"<strong>Misty Meadows</strong>, she knows, always has wifi working.","truthJudge",0.64,"Claire is having a hard time remembering which library her uncle always goes to. She knows it is either Rolling Springs or Misty Meadows Public Library.","unlikely-likely","Rolling Springs","Which library does Claire&quotechars uncle always go to?","Rolling Springs","<strong>Rolling Springs</strong>, she knows, only occasionally has wifi working.","library_wifi","Misty Meadows",24318,"unlikely-key","speakermanipulation"
53,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0.73,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","unlikely-likely","Final Touch","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",14400,"likely-key","prior"
53,"<strong>Ilana</strong>, he knows, turns in her rent on time every month.","truthJudge",0.95,"Don is having a hard time remembering who his friend has been subletting to for the past year. He knows it is either Ilana or Nora.","unlikely-likely","Ilana","Who is his friend&quotechars tenant?","Nora","<strong>Nora</strong>, he knows, only occasionally turns in her rent on time.","tenant_rentcheck","Ilana",23242,"likely-key","speakermanipulation"
53,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0.73,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","unlikely-likely","Tom","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",9295,"likely-key","literal"
53,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0.77,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","unlikely-likely","Peking Garden","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",10251,"unlikely-key","pragmatic"
53,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0.51,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","unlikely-likely","Ms. Clancy","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",22762,"likely-key","speakermanipulation"
53,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.5,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","unlikely-likely","Viva Roma","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",10265,"likely-key","speakermanipulation"
53,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0.8,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","unlikely-likely","Eric","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",16173,"likely-key","literal"
54,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0.54,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","unlikely-likely","Eric","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",20165,"likely-key","prior"
54,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0.49,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","unlikely-likely","Ms. Clancy","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",23758,"likely-key","pragmatic"
54,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.49,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","unlikely-likely","Core Fitness","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",18360,"unlikely-key","pragmatic"
54,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0.19,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","unlikely-likely","Final Touch","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",24974,"likely-key","prior"
54,"<strong>Ilana</strong>, he knows, turns in her rent on time every month.","truthJudge",0.35,"Don is having a hard time remembering who his friend has been subletting to for the past year. He knows it is either Ilana or Nora.","unlikely-likely","Nora","Who is his friend&quotechars tenant?","Nora","<strong>Nora</strong>, he knows, only occasionally turns in her rent on time.","tenant_rentcheck","Ilana",28985,"unlikely-key","literal"
54,"Professor Burke, he knows, always takes attendance.","truthJudge",0.13,"Ed is having a hard time remembering which professor is teaching his sister&quotechars philosophy class. He knows it is either Professor Burke or Professor Carr.","unlikely-likely","Professor Carr","Who is Ed&quotechars sister&quotechars professor?","Professor Carr","Professor Carr, he knows, only occasionally takes attendance.","professor_attendance","Professor Burke",154726,"unlikely-key","speakermanipulation"
54,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0.48,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","unlikely-likely","Maid By Me","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",26656,"likely-key","speakermanipulation"
54,"<strong>Misty Meadows</strong>, she knows, always has wifi working.","truthJudge",0.64,"Claire is having a hard time remembering which library her uncle always goes to. She knows it is either Rolling Springs or Misty Meadows Public Library.","unlikely-likely","Misty Meadows","Which library does Claire&quotechars uncle always go to?","Rolling Springs","<strong>Rolling Springs</strong>, she knows, only occasionally has wifi working.","library_wifi","Misty Meadows",19688,"likely-key","speakermanipulation"
54,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0.6,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","unlikely-likely","Beijing Cafe","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",20329,"likely-key","literal"
54,"<strong>The baristas at Epi Coffee</strong>, she knows, always do latte art.","truthJudge",0.42,"Julia is having a hard time remembering where her brother always goes for coffee. She knows it is either Cafe Vita or Epi Coffee.","unlikely-likely","Epi Coffee","Where does Julia&quotechars brother go for coffee?","Cafe Vita","<strong>The baristas at Cafe Vita</strong>, she knows, only occasionally do latte art.","latte_art","Epi Coffee",93055,"likely-key","literal"
54,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0.6,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","unlikely-likely","Kraft Arts","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",11559,"likely-key","prior"
54,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0.36,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","unlikely-likely","Jim","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",11409,"unlikely-key","pragmatic"
54,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.45,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","unlikely-likely","Erica","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",19960,"unlikely-key","speakermanipulation"
54,"<strong>Alicia</strong>, he knows, always washes her dishes.","truthJudge",0.48,"Matt is having a hard time remembering who his friend&quotechars roommate is. He knows it is either Alicia or Maya.","unlikely-likely","Maya","Who is his friend&quotechars roommate?","Maya","<strong>Maya</strong>, he knows, only occasionally washes her dishes.","roommate_dishes","Alicia",11991,"unlikely-key","pragmatic"
54,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.68,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","unlikely-likely","Viva Roma","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",15320,"likely-key","literal"
54,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.09,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","unlikely-likely","Dr. Smith","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",16574,"likely-key","prior"
55,"<strong>Ilana</strong>, he knows, turns in her rent on time every month.","truthJudge",0.65,"Don is having a hard time remembering who his friend has been subletting to for the past year. He knows it is either Ilana or Nora.","unlikely-likely","Ilana","Who is his friend&quotechars tenant?","Nora","<strong>Nora</strong>, he knows, only occasionally turns in her rent on time.","tenant_rentcheck","Ilana",38836,"likely-key","literal"
55,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.65,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","unlikely-likely","Danielle","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",17814,"likely-key","pragmatic"
55,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0.68,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","unlikely-likely","Maid By Me","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",37739,"likely-key","speakermanipulation"
55,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0.62,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","unlikely-likely","Kraft Arts","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",28109,"likely-key","speakermanipulation"
55,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","unlikely-likely","Tom","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",22638,"likely-key","prior"
55,"<strong>The baristas at Epi Coffee</strong>, she knows, always do latte art.","truthJudge",0.65,"Julia is having a hard time remembering where her brother always goes for coffee. She knows it is either Cafe Vita or Epi Coffee.","unlikely-likely","Epi Coffee","Where does Julia&quotechars brother go for coffee?","Cafe Vita","<strong>The baristas at Cafe Vita</strong>, she knows, only occasionally do latte art.","latte_art","Epi Coffee",10856,"likely-key","literal"
55,"<strong>Alicia</strong>, he knows, always washes her dishes.","truthJudge",0.68,"Matt is having a hard time remembering who his friend&quotechars roommate is. He knows it is either Alicia or Maya.","unlikely-likely","Alicia","Who is his friend&quotechars roommate?","Maya","<strong>Maya</strong>, he knows, only occasionally washes her dishes.","roommate_dishes","Alicia",8860,"likely-key","pragmatic"
55,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","unlikely-likely","Beijing Cafe","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",23849,"likely-key","prior"
55,"Professor Burke, he knows, always takes attendance.","truthJudge",0.61,"Ed is having a hard time remembering which professor is teaching his sister&quotechars philosophy class. He knows it is either Professor Burke or Professor Carr.","unlikely-likely","Professor Burke","Who is Ed&quotechars sister&quotechars professor?","Professor Carr","Professor Carr, he knows, only occasionally takes attendance.","professor_attendance","Professor Burke",20004,"likely-key","speakermanipulation"
55,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.61,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","unlikely-likely","Pump Gym","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",6248,"likely-key","pragmatic"
55,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.62,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","unlikely-likely","Dr. Smith","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",11278,"likely-key","speakermanipulation"
55,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","unlikely-likely","Eric","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",8895,"likely-key","prior"
55,"<strong>Misty Meadows</strong>, she knows, always has wifi working.","truthJudge",0,"Claire is having a hard time remembering which library her uncle always goes to. She knows it is either Rolling Springs or Misty Meadows Public Library.","unlikely-likely","Rolling Springs","Which library does Claire&quotechars uncle always go to?","Rolling Springs","<strong>Rolling Springs</strong>, she knows, only occasionally has wifi working.","library_wifi","Misty Meadows",7988,"unlikely-key","prior"
55,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0.62,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","unlikely-likely","Final Touch","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",12110,"likely-key","literal"
55,"<strong>Viva Roma</strong>, she knows, always serves breadsticks with dinner.","truthJudge",0.65,"Kim is having a hard time remembering where her roommates always go for Italian food. She knows it is either Italian Garden or Viva Roma.","unlikely-likely","Viva Roma","Where do Kim&quotechars roommates always go for Italian food?","Italian Garden","<strong>Italian Garden</strong>, she knows, only occasionally serves breadsticks with dinner.","italian_bread","Viva Roma",8780,"likely-key","literal"
55,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0.65,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","unlikely-likely","Ms. Clancy","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",9696,"likely-key","pragmatic"
56,"<strong>Dr. Smith</strong>, she knows, always writes legibly.","truthJudge",0.51,"Rebecca is having a hard time remembering who her brother&quotechars doctor is. She knows it is either Dr. Smith or Dr. Jones.","likely-unlikely","Dr. Smith","Who is her brother&quotechars doctor?","Dr. Jones","<strong>Dr. Jones</strong>, she knows, only occasionally writes legibly.","doctor_writing","Dr. Smith",19697,"likely-key","literal"
56,"<strong>Danielle</strong>, she knows, keeps a call log every day.","truthJudge",0.65,"Suzanne is having a hard time remembering who her friend&quotechars new secretary is. She knows it is either Danielle or Erica.","likely-unlikely","Danielle","Who is her friend&quotechars secretary?","Erica","<strong>Erica</strong>, she knows, only occasionally keeps a call log.","secretary_report","Danielle",13591,"likely-key","pragmatic"
56,"<strong>Eric</strong>, she knows, always wears a helmet.","truthJudge",0.26,"Laura is having a hard time remembering which one of her cicyling teammates her friend Monica is dating. She knows it is either Eric or Cameron.","likely-unlikely","Eric","Who is Monica&quotechars boyfriend?","Cameron","<strong>Cameron</strong>, she knows, only occasionally wears a helmet.","boyfriend_bike","Eric",13273,"likely-key","pragmatic"
56,"<strong>Kraft Arts</strong>, he knows, always has oil paints in stock.","truthJudge",0.02,"Mark is having a hard time remembering which art supplies store his roommates always go to. He knows it is either Kraft Arts or the Expression Studio.","likely-unlikely","Expression Studio","Which art supplies store does Mark&quotechars roommate always go to?","Expression Studio","<strong>Expression Studio</strong>, he knows, only occasionally has oil paints in stock.","artstore_carries","Kraft Arts",22528,"unlikely-key","prior"
56,"<strong>Misty Meadows</strong>, she knows, always has wifi working.","truthJudge",0.75,"Claire is having a hard time remembering which library her uncle always goes to. She knows it is either Rolling Springs or Misty Meadows Public Library.","likely-unlikely","Rolling Springs","Which library does Claire&quotechars uncle always go to?","Rolling Springs","<strong>Rolling Springs</strong>, she knows, only occasionally has wifi working.","library_wifi","Misty Meadows",16832,"unlikely-key","pragmatic"
56,"<strong>Beijing Cafe</strong>, he knows, always gives out fortune cookies.","truthJudge",0.54,"Lucas is having a hard time remembering where his roommates always go for Chinese food. He knows it is either Beijing Cafe or Peking Garden.","likely-unlikely","Peking Garden","Where do Lucas&quotechars roommates always go for Chinese food?","Peking Garden","<strong>Peking Garden</strong>, he knows, only occasionally gives out fortune cookies.","chinese_fortune","Beijing Cafe",40495,"unlikely-key","speakermanipulation"
56,"<strong>Tom</strong>, she knows, always turns in his homework on time.","truthJudge",0.51,"Molly is having a hard time remembering which student her officemate is tutoring. She knows it is either Tom or Jim.","likely-unlikely","Jim","Who is her officemate&quotechars student?","Jim","<strong>Jim</strong>, she knows, only occasionally turns in his homework on time.","tutor_homework","Tom",44833,"unlikely-key","pragmatic"
56,"<strong>Maid By Me</strong>, he knows, always dusts the windows.","truthJudge",0.6,"Henry is having a hard time remembering which weekly cleaning service his friend&quotechars maid works for. He knows it is either Maid By Me or Sunflowers Maid Service.","likely-unlikely","Sunflowers Maid Service","What cleaning service does his friend&quotechars maid work for?","Sunflowers Maid Service","<strong>Sunflowers Maid Service</strong>, he knows, only occasionally dusts the windows.","maid_dusting","Maid By Me",193016,"unlikely-key","speakermanipulation"
56,"<strong>Pump Gym</strong>, she knows, always has clean towels.","truthJudge",0.59,"Katie is having a hard time remembering which gym her friend always goes to. She knows it is either Pump Gym or Core Fitness.","likely-unlikely","Pump Gym","Which gym does her friend always go to?","Core Fitness","<strong>Core Fitness</strong>, she knows, only occasionally has clean towels.","gym_towels","Pump Gym",9792,"likely-key","literal"
56,"<strong>Ms. Clancy</strong>, she knows, has a musical lesson every day.","truthJudge",0.74,"Sally is having a hard time remembering who her nephew Billy -- her sister&quotechars son -- has for his elementary school teacher. She knows it is either Ms. Clancy or Ms. Johnson.","likely-unlikely","Ms. Johnson","Who is Billy&quotechars teacher?","Ms. Johnson","<strong>Ms. Johnson</strong>, she knows, has a musical lesson only occasionally.","teacher_music","Ms. Clancy",20368,"unlikely-key","prior"
56,"<strong>The baristas at Epi Coffee</strong>, she knows, always do latte art.","truthJudge",0.25,"Julia is having a hard time remembering where her brother always goes for coffee. She knows it is either Cafe Vita or Epi Coffee.","likely-unlikely","Epi Coffee","Where does Julia&quotechars brother go for coffee?","Cafe Vita","<strong>The baristas at Cafe Vita</strong>, she knows, only occasionally do latte art.","latte_art","Epi Coffee",13623,"likely-key","prior"
56,"<strong>Final Touch</strong>, he knows, always washes the tires.","truthJudge",0.28,"Gerard is having a hard time remembering where his friend goes for a car wash every Friday morning. He knows it is either Final Touch Car Wash or Magic Hands Car Wash.","likely-unlikely","Final Touch","Where does Gerard&quotechars friend go for a wash car every Friday morning?","Magic Hands","<strong>Magic Hands</strong>, he knows, only occasionally washes the tires.","carwash_wheels","Final Touch",8520,"likely-key","literal"
