"workerid","rt","trial_type","trial_num","targetSentence","log_dayrate","interval","observationSentence","past","item","condition","ntimes","dayrate","utt","utt_interval"
15,9375,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca wore shoes today.""",0,"day","Rebecca wore shoes today.","wore shoes","wear shoes","communication",1,1,"Rebecca wore shoes today.",day
15,7312,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Melinda exercised this month.""",-3.40119738166,"month","Melinda exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Melinda exercised this month.",month
15,7299,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Elizabeth paid her taxes this year.""",-5.89989735358,"year","Elizabeth paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Elizabeth paid her taxes this year.",year
15,7346,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Maya washed her dishes today.""",0,"day","Maya washed her dishes today.","washed their dishes","wash their dishes","communication",1,1,"Maya washed her dishes today.",day
15,6266,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Christopher wore a shirt today.""",0,"day","Christopher wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Christopher wore a shirt today.",day
15,5866,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Ben washed his hair this week.""",-1.94591014906,"week","Ben washed his hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Ben washed his hair this week.",week
15,5683,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""John wore tie-dye today.""",0,"day","John wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,1,"John wore tie-dye today.",day
15,5354,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Tina drank lemonade today.""",0,"day","Tina drank lemonade today.","drank lemonade","drink lemonade","communication",1,1,"Tina drank lemonade today.",day
15,4680,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Martin drank coffee today.""",0,"day","Martin drank coffee today.","drank coffee","drink coffee","communication",1,1,"Martin drank coffee today.",day
15,5814,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Esther went on a hike this month.""",-3.40119738166,"month","Esther went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Esther went on a hike this month.",month
15,29869,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie wore a hat today.""",0,"day","Stephanie wore a hat today.","wore a hat","wear a hat","communication",1,1,"Stephanie wore a hat today.",day
15,4925,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Shannon wore glasses today.""",0,"day","Shannon wore glasses today.","wore glasses","wear glasses","communication",1,1,"Shannon wore glasses today.",day
15,5100,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""George had a birthday party this year.""",-5.89989735358,"year","George had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"George had a birthday party this year.",year
15,4351,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Julia went outside today.""",0,"day","Julia went outside today.","went outside","go outside","communication",1,1,"Julia went outside today.",day
15,6594,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""William took dance lessons this week.""",-1.94591014906,"week","William took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"William took dance lessons this week.",week
15,5521,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Ronald took a vacation this year.""",-5.89989735358,"year","Ronald took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Ronald took a vacation this year.",year
15,5132,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Scott went to a Renaissance fair this year.""",-5.89989735358,"year","Scott went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Scott went to a Renaissance fair this year.",year
15,9567,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Angela ate meat today.""",0,"day","Angela ate meat today.","ate meat","eat meat","communication",1,1,"Angela ate meat today.",day
15,6847,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Tom ate pasta today.""",0,"day","Tom ate pasta today.","ate pasta","eat pasta","communication",1,1,"Tom ate pasta today.",day
15,4402,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Alicia drove a car today.""",0,"day","Alicia drove a car today.","drove a car","drive a car","communication",1,1,"Alicia drove a car today.",day
15,4818,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Laura bought her own groceries this week.""",-1.94591014906,"week","Laura bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Laura bought her own groceries this week.",week
15,4189,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Kristina ate breakfast today.""",0,"day","Kristina ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Kristina ate breakfast today.",day
15,4391,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Lucas changed his bedsheets this week.""",-1.94591014906,"week","Lucas changed his bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Lucas changed his bedsheets this week.",week
15,4310,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""David used a cell phone today.""",0,"day","David used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"David used a cell phone today.",day
16,6309,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Derrick wore a shirt today.""",0,"day","Derrick wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Derrick wore a shirt today.",day
16,6673,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Lewis went skiing this year.""",-5.89989735358,"year","Lewis went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Lewis went skiing this year.",year
16,7537,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Bridgette wore glasses today.""",-0.847297860387,"week","Bridgette wore glasses today.","wore glasses","wear glasses","communication",3,0.428571428571,"Bridgette wore glasses today.",day
16,5027,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Alexander drank coffee today.""",0,"day","Alexander drank coffee today.","drank coffee","drink coffee","communication",1,1,"Alexander drank coffee today.",day
16,4645,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""George took a vacation this year.""",-6.81618808546,"5 years","George took a vacation this year.","took a vacation","take a vacation","communication",2,0.00109589041096,"George took a vacation this year.",year
16,5982,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""John washed his dishes today.""",-0.559615787935,"week","John washed his dishes today.","washed their dishes","wash their dishes","communication",4,0.571428571429,"John washed his dishes today.",day
16,5137,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Fred washed his hair this week.""",-2.7080502011,"month","Fred washed his hair this week.","washed their hair","wash their hair","communication",2,0.0666666666667,"Fred washed his hair this week.",week
16,3929,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Melinda wore shoes today.""",0,"day","Melinda wore shoes today.","wore shoes","wear shoes","communication",1,1,"Melinda wore shoes today.",day
16,3428,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Esther paid her taxes this year.""",-5.89989735358,"year","Esther paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Esther paid her taxes this year.",year
16,3924,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Lee drove a car today.""",-0.847297860387,"week","Lee drove a car today.","drove a car","drive a car","communication",3,0.428571428571,"Lee drove a car today.",day
16,5522,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Ben exercised this month.""",-2.01490302054,"month","Ben exercised this month.","exercised","exercise","communication",4,0.133333333333,"Ben exercised this month.",month
16,8817,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Michael went outside today.""",-1.94591014906,"week","Michael went outside today.","went outside","go outside","communication",1,0.142857142857,"Michael went outside today.",day
16,3475,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Ronald went on a hike this month.""",-2.7080502011,"month","Ronald went on a hike this month.","went on a hike","go on a hike","communication",2,0.0666666666667,"Ronald went on a hike this month.",month
16,2971,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Julia took dance lessons this week.""",-1.94591014906,"week","Julia took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Julia took dance lessons this week.",week
16,3690,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Janet had a birthday party this year.""",-5.89989735358,"year","Janet had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Janet had a birthday party this year.",year
16,7833,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Tina drank lemonade today.""",-1.94591014906,"week","Tina drank lemonade today.","drank lemonade","drink lemonade","communication",1,0.142857142857,"Tina drank lemonade today.",day
16,5227,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Sophia ate meat today.""",-3.40119738166,"month","Sophia ate meat today.","ate meat","eat meat","communication",1,0.0333333333333,"Sophia ate meat today.",day
16,3249,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Jennifer ate pasta today.""",-1.94591014906,"week","Jennifer ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Jennifer ate pasta today.",day
16,3937,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Jack went to a Renaissance fair this year.""",-6.81618808546,"5 years","Jack went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",2,0.00109589041096,"Jack went to a Renaissance fair this year.",year
16,3125,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Kathleen wore tie-dye today.""",-1.2527629685,"week","Kathleen wore tie-dye today.","wore tie-dye","wear tie-dye","communication",2,0.285714285714,"Kathleen wore tie-dye today.",day
16,6265,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Stephen changed his bedsheets this week.""",-3.40119738166,"month","Stephen changed his bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.0333333333333,"Stephen changed his bedsheets this week.",week
16,2745,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Elizabeth ate breakfast today.""",0,"day","Elizabeth ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Elizabeth ate breakfast today.",day
16,2165,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Tim used a cell phone today.""",0,"day","Tim used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"Tim used a cell phone today.",day
16,4310,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Nicole bought her own groceries this week.""",-3.40119738166,"month","Nicole bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.0333333333333,"Nicole bought her own groceries this week.",week
16,2573,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Jackie wore a hat today.""",-1.94591014906,"week","Jackie wore a hat today.","wore a hat","wear a hat","communication",1,0.142857142857,"Jackie wore a hat today.",day
17,8098,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Kathleen washed her hair this week.""",-1.94591014906,"week","Kathleen washed her hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Kathleen washed her hair this week.",week
17,10059,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Ronald washed his dishes today.""",-0.847297860387,"week","Ronald washed his dishes today.","washed their dishes","wash their dishes","communication",3,0.428571428571,"Ronald washed his dishes today.",day
17,3838,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Jack drank lemonade today.""",-3.40119738166,"month","Jack drank lemonade today.","drank lemonade","drink lemonade","communication",1,0.0333333333333,"Jack drank lemonade today.",day
17,5046,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Brian drank coffee today.""",-0.559615787935,"week","Brian drank coffee today.","drank coffee","drink coffee","communication",4,0.571428571429,"Brian drank coffee today.",day
17,7011,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Eric wore tie-dye today.""",-3.40119738166,"month","Eric wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,0.0333333333333,"Eric wore tie-dye today.",day
17,5815,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Lewis went on a hike this month.""",-5.89989735358,"year","Lewis went on a hike this month.","went on a hike","go on a hike","communication",1,0.0027397260274,"Lewis went on a hike this month.",month
17,5091,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Ted ate breakfast today.""",-0.559615787935,"week","Ted ate breakfast today.","ate breakfast","eat breakfast","communication",4,0.571428571429,"Ted ate breakfast today.",day
17,6918,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Alicia took a vacation this year.""",-6.81618808546,"5 years","Alicia took a vacation this year.","took a vacation","take a vacation","communication",2,0.00109589041096,"Alicia took a vacation this year.",year
17,5928,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Derrick went skiing this year.""",-6.81618808546,"5 years","Derrick went skiing this year.","went skiing","go skiing","communication",2,0.00109589041096,"Derrick went skiing this year.",year
17,7323,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie exercised this month.""",-4.29045944115,"year","Stephanie exercised this month.","exercised","exercise","communication",5,0.013698630137,"Stephanie exercised this month.",month
17,7349,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca bought her own groceries this week.""",-3.40119738166,"month","Rebecca bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.0333333333333,"Rebecca bought her own groceries this week.",week
17,3649,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Kelly took dance lessons this week.""",-3.40119738166,"month","Kelly took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.0333333333333,"Kelly took dance lessons this week.",week
17,5003,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Kyle went to a Renaissance fair this year.""",-7.50933526602,"5 years","Kyle went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.000547945205479,"Kyle went to a Renaissance fair this year.",year
17,3516,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Tim ate pasta today.""",-1.94591014906,"week","Tim ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Tim ate pasta today.",day
17,5647,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Veronica changed her bedsheets this week.""",-3.40119738166,"month","Veronica changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.0333333333333,"Veronica changed her bedsheets this week.",week
17,5685,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Daniel wore a hat today.""",-1.94591014906,"week","Daniel wore a hat today.","wore a hat","wear a hat","communication",1,0.142857142857,"Daniel wore a hat today.",day
17,2198,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Linda used a cell phone today.""",-1.94591014906,"week","Linda used a cell phone today.","used a cell phone","use a cell phone","communication",1,0.142857142857,"Linda used a cell phone today.",day
17,2974,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""George drove a car today.""",-1.94591014906,"week","George drove a car today.","drove a car","drive a car","communication",1,0.142857142857,"George drove a car today.",day
17,4950,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Michelle had a birthday party this year.""",-6.81618808546,"5 years","Michelle had a birthday party this year.","had a birthday party","have a birthday party","communication",2,0.00109589041096,"Michelle had a birthday party this year.",year
17,2822,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Claire wore glasses today.""",-1.94591014906,"week","Claire wore glasses today.","wore glasses","wear glasses","communication",1,0.142857142857,"Claire wore glasses today.",day
17,4830,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Fred wore shoes today.""",0,"week","Fred wore shoes today.","wore shoes","wear shoes","communication",7,1,"Fred wore shoes today.",day
17,2966,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Michael wore a shirt today.""",0,"day","Michael wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Michael wore a shirt today.",day
17,2933,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""John went outside today.""",0,"day","John went outside today.","went outside","go outside","communication",1,1,"John went outside today.",day
17,3119,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Amber ate meat today.""",-1.94591014906,"week","Amber ate meat today.","ate meat","eat meat","communication",1,0.142857142857,"Amber ate meat today.",day
17,5270,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Anthony paid his taxes this year.""",-6.41072297735,"5 years","Anthony paid his taxes this year.","paid their taxes","pay their taxes","communication",3,0.00164383561644,"Anthony paid his taxes this year.",year
18,5730,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Brian took dance lessons this week.""",-1.94591014906,"week","Brian took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Brian took dance lessons this week.",week
18,8686,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Maya took a vacation this year.""",-5.89989735358,"year","Maya took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Maya took a vacation this year.",year
18,5172,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Tom ate breakfast today.""",0,"day","Tom ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Tom ate breakfast today.",day
18,4911,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Derrick wore a shirt today.""",0,"day","Derrick wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Derrick wore a shirt today.",day
18,7127,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Linda washed her dishes today.""",-0.847297860387,"week","Linda washed her dishes today.","washed their dishes","wash their dishes","communication",3,0.428571428571,"Linda washed her dishes today.",day
18,3654,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca had a birthday party this year.""",-5.89989735358,"year","Rebecca had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Rebecca had a birthday party this year.",year
18,2743,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Scott paid his taxes this year.""",-5.89989735358,"year","Scott paid his taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Scott paid his taxes this year.",year
18,3263,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Nicole drank lemonade today.""",-0.847297860387,"week","Nicole drank lemonade today.","drank lemonade","drink lemonade","communication",3,0.428571428571,"Nicole drank lemonade today.",day
18,3208,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Tina changed her bedsheets this week.""",-1.94591014906,"week","Tina changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Tina changed her bedsheets this week.",week
18,2520,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Laura bought her own groceries this week.""",-1.94591014906,"week","Laura bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Laura bought her own groceries this week.",week
18,2677,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Alicia wore glasses today.""",0,"day","Alicia wore glasses today.","wore glasses","wear glasses","communication",1,1,"Alicia wore glasses today.",day
18,2799,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Kim went to a Renaissance fair this year.""",-5.89989735358,"year","Kim went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Kim went to a Renaissance fair this year.",year
18,3167,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Eric washed his hair this week.""",-1.94591014906,"week","Eric washed his hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Eric washed his hair this week.",week
18,2615,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Fred ate meat today.""",0,"day","Fred ate meat today.","ate meat","eat meat","communication",1,1,"Fred ate meat today.",day
18,2558,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Veronica drove a car today.""",0,"day","Veronica drove a car today.","drove a car","drive a car","communication",1,1,"Veronica drove a car today.",day
18,2512,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""William wore tie-dye today.""",0,"day","William wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,1,"William wore tie-dye today.",day
18,3094,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie went on a hike this month.""",-3.40119738166,"month","Stephanie went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Stephanie went on a hike this month.",month
18,2575,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Jack drank coffee today.""",0,"day","Jack drank coffee today.","drank coffee","drink coffee","communication",1,1,"Jack drank coffee today.",day
18,2719,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Jennifer exercised this month.""",-3.40119738166,"month","Jennifer exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Jennifer exercised this month.",month
18,3559,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Daniel ate pasta today.""",-1.94591014906,"week","Daniel ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Daniel ate pasta today.",day
18,2424,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Anthony used a cell phone today.""",0,"day","Anthony used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"Anthony used a cell phone today.",day
18,2136,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Bridgette went outside today.""",0,"day","Bridgette went outside today.","went outside","go outside","communication",1,1,"Bridgette went outside today.",day
18,4175,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Crystal went skiing this year.""",-5.89989735358,"year","Crystal went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Crystal went skiing this year.",year
18,1951,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Natalie wore shoes today.""",0,"day","Natalie wore shoes today.","wore shoes","wear shoes","communication",1,1,"Natalie wore shoes today.",day
18,1960,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Martin wore a hat today.""",0,"day","Martin wore a hat today.","wore a hat","wear a hat","communication",1,1,"Martin wore a hat today.",day
19,4996,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Theresa wore a hat today.""",0,"day","Theresa wore a hat today.","wore a hat","wear a hat","communication",1,1,"Theresa wore a hat today.",day
19,4176,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Angela ate pasta today.""",-1.94591014906,"week","Angela ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Angela ate pasta today.",day
19,4184,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Jennifer took dance lessons this week.""",1.09861228867,"day","Jennifer took dance lessons this week.","took dance lessons","take dance lessons","communication",3,3,"Jennifer took dance lessons this week.",week
19,5660,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Hillary wore shoes today.""",1.38629436112,"day","Hillary wore shoes today.","wore shoes","wear shoes","communication",4,4,"Hillary wore shoes today.",day
19,6546,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Veronica paid her taxes this year.""",-5.89989735358,"year","Veronica paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Veronica paid her taxes this year.",year
19,5044,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Stephen went to a Renaissance fair this year.""",-5.20675017302,"year","Stephen went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",2,0.00547945205479,"Stephen went to a Renaissance fair this year.",year
19,2888,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Monica went outside today.""",-1.2527629685,"week","Monica went outside today.","went outside","go outside","communication",2,0.285714285714,"Monica went outside today.",day
19,2783,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Ben ate meat today.""",0.69314718056,"day","Ben ate meat today.","ate meat","eat meat","communication",2,2,"Ben ate meat today.",day
19,3024,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Claire drank coffee today.""",0.69314718056,"day","Claire drank coffee today.","drank coffee","drink coffee","communication",2,2,"Claire drank coffee today.",day
19,4575,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Bridgette had a birthday party this year.""",-5.89989735358,"year","Bridgette had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Bridgette had a birthday party this year.",year
19,4263,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Kim used a cell phone today.""",1.79175946923,"day","Kim used a cell phone today.","used a cell phone","use a cell phone","communication",6,6,"Kim used a cell phone today.",day
19,4916,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Cameron wore glasses today.""",0.69314718056,"day","Cameron wore glasses today.","wore glasses","wear glasses","communication",2,2,"Cameron wore glasses today.",day
19,3153,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Kyle went on a hike this month.""",-2.30258509299,"month","Kyle went on a hike this month.","went on a hike","go on a hike","communication",3,0.1,"Kyle went on a hike this month.",month
19,4575,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Doug bought his own groceries this week.""",-2.30258509299,"month","Doug bought his own groceries this week.","bought their own groceries","buy their own groceries","communication",3,0.1,"Doug bought his own groceries this week.",week
19,4816,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Crystal wore a shirt today.""",0,"day","Crystal wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Crystal wore a shirt today.",day
19,4655,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie wore tie-dye today.""",-3.40119738166,"month","Stephanie wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,0.0333333333333,"Stephanie wore tie-dye today.",day
19,2968,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Sophia washed her hair this week.""",0,"day","Sophia washed her hair this week.","washed their hair","wash their hair","communication",1,1,"Sophia washed her hair this week.",week
19,3206,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Kathleen ate breakfast today.""",0,"day","Kathleen ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Kathleen ate breakfast today.",day
19,8713,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""George went skiing this year.""",-4.80128506491,"year","George went skiing this year.","went skiing","go skiing","communication",3,0.00821917808219,"George went skiing this year.",year
19,2980,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Brooke drove a car today.""",0.69314718056,"day","Brooke drove a car today.","drove a car","drive a car","communication",2,2,"Brooke drove a car today.",day
19,8857,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Seth took a vacation this year.""",-4.80128506491,"year","Seth took a vacation this year.","took a vacation","take a vacation","communication",3,0.00821917808219,"Seth took a vacation this year.",year
19,12572,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Shannon changed her bedsheets this week.""",-2.7080502011,"month","Shannon changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",2,0.0666666666667,"Shannon changed her bedsheets this week.",week
